PK_COD_ENTIDADE,ID_LATITUDE,ID_LONGITUDE,Nome_Escola,REDE,Municipio,NO_DISTRITO,Endereco,Nr_Endereco,Bairro,CEP,Telefone,Fax,Correio_Eletronico,Situacao_Funcionamento,ACESSIBILIDADE,DEPENDENCIAS_PNE,SANITARIO_PNE,REFEITORIO,DESPENSA,ALMOXARIFADO,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,SALA_ATENDIMENTO_ESPECIAL,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,COZINHA,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,SANITARIO_EI,BANHEIRO_CHUVEIRO,LAVANDERIA,DEPENDENCIAS_OUTRAS,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,INTERNET,BANDA_LARGA,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_TV,EQUIP_VIDEOCASSETE,ABRE_FINAL_SEMANA,NESCCRECHER,MATCRECHE,Dependencia_Administrativa,CATESCPRIVADA,
35130497,-46.6694313,-23.6560835,SPINOSA COLEGIO UNIDADE I,Privada,SAO PAULO,CIDADE ADEMAR,AV CEL FRANCISCO ALFIERI,59,JD PRUDENCIA,4651000,55621510,,,Em Atividade,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,9,9,Não,Não,24,Não,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,53,Privada,Particular,
35130540,-46.6253735,-23.5295234,POLICIA MILITAR COLEGIO DA,Privada,SAO PAULO,PARI,AVENIDA CRUZEIRO DO SUL,400,CANINDE,3033020,33249600,33249616,DIRETORCENTRO@COLEGIOPM.COM.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,66,66,Sim,Sim,211,Não,Sim,Possui,Sim,139,87,Sim,Sim,Sim,Sim,Sim,Não,1,113,Privada,Particular,
35130758,-46.4525873,-23.4993159,CRUZEIRO DO SUL COLEGIO UNIDADE II,Privada,SAO PAULO,VILA JACUI,AVENIDA DOUTOR USSIEL CIRILO,225,SAO MIGUEL PAULISTA,8060070,20375777,,CRUZEIRINHO@CRUZEIRODOSUL.EDU.BR,Em Atividade,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,34,34,Sim,Não,96,Não,Sim,Possui,Sim,53,36,Sim,Sim,Sim,Sim,Sim,Não,1,42,Privada,Particular,
35131088,-46.68,-23.4716,CR P CONV GIRASSOL,Privada,SAO PAULO,BRASILANDIA,RUA HERMAN RECHTER,8,VILA PENTEADO,2864050,39860516,39860516,GIRASSOL@CAMINHANDOFUTURO.ORG.BR,Em Atividade,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,3,3,Não,Não,11,Sim,Sim,Não possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,59,Privada,Filantropica,
35131283,-46.5617,-23.4797,CEI INDIR PEROLA BYINGTON,Privada,SAO PAULO,JACANA,CAPITAO BUSSE,1009,PARQUE EDU CHAVES,2232050,22495984,,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,18,18,Não,Não,63,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Sim,Sim,Não,Não,1,394,Privada,Filantropica,
35131313,-46.6051,-23.6298,CEI INDIR OFICINA DA CRIANCA,Privada,SAO PAULO,SACOMA,NOSSA SENHORA DAS MERCES,1418,VILA DAS MERCES,4165011,29469813,,OFICINADACRIANCA@CADES.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,5,5,Não,Não,11,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,70,Privada,Filantropica,
35131416,-46.6971896,-23.5406025,ROFRAN E PINDUCA COLEGIO,Privada,SAO PAULO,LAPA,RUA AURELIA,2136,V ROMANA,5046001,38650986,36750239,,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,8,8,Não,Não,22,Sim,Sim,Possui,Sim,10,10,Sim,Sim,Sim,Sim,Sim,Não,1,29,Privada,Particular,
35131660,-46.5463997,-23.5700276,BRASILIA DE SAO PAULO COLEGIO,Privada,SAO PAULO,VILA FORMOSA,R ANGA,395,VL FORMOSA,3360000,22110066,,SECRETARIA@BRASILIASP.BR,Em Atividade,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,44,44,Sim,Não,125,Não,Sim,Possui,Sim,93,69,Sim,Sim,Sim,Sim,Sim,Não,1,69,Privada,Particular,
35131775,-46.6555,-23.4871,CEI DIRET REYNALDO DE MARIA FREITAS E SILVA PROF,Pública,SAO PAULO,CASA VERDE,OSCAR DE MOURA LACERDA,200,JARDIM ROSSIN,2541070,22558892,22398220,CEIREYNALDO@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,5,5,Não,Sim,36,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Sim,Sim,Sim,Não,1,98,Municipal,,
35131787,-46.6268458,-23.5085201,ELITE COLEGIO DE EIFM,Privada,SAO PAULO,SANTANA,AVENIDA PEDRO LEON SCHNEIDER,134,SANTANA,2012100,22213199,,,Em Atividade,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,12,12,Não,Sim,49,Não,Sim,Possui,Sim,11,6,Sim,Sim,Sim,Sim,Sim,Sim,1,12,Privada,Particular,
35131799,-46.6427173,-23.4899667,BRAS LEME COLEGIO,Privada,SAO PAULO,SANTANA,AVENIDA NOVA DOS PORTUGUESES,365,CHORA MENINO,2462080,29500788,,,Em Atividade,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,16,16,Sim,Sim,45,Não,Sim,Possui,Sim,94,85,Sim,Sim,Sim,Sim,Sim,Sim,1,11,Privada,Particular,
35131805,-46.7061543,-23.4884346,CAMPOS SALLES COLEGIO UNID II,Privada,SAO PAULO,FREGUESIA DO O,R RIO VERDE,1178,VL PALMEIRAS,2934000,39923000,39923001,CHACARA@CS.G12.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,18,18,Não,Sim,84,Não,Sim,Possui,Sim,58,51,Sim,Sim,Sim,Sim,Sim,Sim,1,40,Privada,Particular,
35131885,-46.6655,-23.7463,CR P CONV AURI VERDE - COCAIA,Privada,SAO PAULO,GRAJAU,RUA VALENTIN LORENZETTI 114,114,PARQUE RESIDENCIAL COCAIA,4851370,59341049,,,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,6,6,Não,Não,15,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,48,Privada,Filantropica,
35131891,-46.659664,-23.5336665,CARLITOS ESCOLA UNIDADE I,Privada,SAO PAULO,CONSOLACAO,RUA CONSELHEIRO BROTERO,832,SANTA CECILIA,1232010,36629591,36629591,TESOURARIA@ESCOLACARLITOS.COM.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,11,11,Sim,Não,103,Não,Sim,Possui,Sim,38,15,Sim,Sim,Sim,Sim,Não,Não,1,95,Privada,Particular,
35132196,-46.6214562,-23.6097322,SUPER NOVA GERACAO COLEGIO,Privada,SAO PAULO,CURSINO,AVENIDA ITABORAI,1481,BOSQUE DA SAUDE,4135001,55943330,55944587,DEBORA@SUPERNOVAGERACAO.COM.BR,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,7,7,Sim,Sim,24,Não,Sim,Possui,Sim,9,6,Sim,Sim,Não,Sim,Não,Não,1,48,Privada,Particular,
35132559,-46.6420674,-23.6447162,MONTESSORI SANTA TEREZINHA COLEGIO,Privada,SAO PAULO,JABAQUARA,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,1888,JABAQUARA,4308001,50181022,50181022,,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,54,54,Não,Sim,127,Não,Sim,Possui,Sim,80,50,Sim,Sim,Sim,Sim,Sim,Não,1,116,Privada,Particular,
35132561,-46.6315679,-23.6035065,MONDRIAN COLEGIO,Privada,SAO PAULO,SAUDE,RUA BELA FLOR,217,VILA MARIANA,4128050,22761100,,,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,7,7,Não,Sim,17,Não,Sim,Possui,Sim,7,5,Sim,Sim,Não,Sim,Não,Não,1,5,Privada,Particular,
35132986,-46.5677186,-23.5469062,LUMIERE COLEGIO,Privada,SAO PAULO,TATUAPE,R EMILIO MALLET,625,VL G CARDIM,3320000,37914809,37914809,LUMIERE@COLEGIOLUMIERE.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,18,18,Não,Sim,63,Não,Sim,Possui,Sim,40,27,Sim,Sim,Sim,Sim,Sim,Não,1,22,Privada,Particular,
35133152,-46.7461463,-23.5638634,COSTA ZAVAGLI COLEGIO,Privada,SAO PAULO,RIO PEQUENO,AVENIDA NOSSA SENHORA DA ASSUNCAO,1586,VILA BUTANTA,5359001,37141700,37141700,,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,26,26,Sim,Sim,50,Não,Sim,Possui,Sim,41,24,Sim,Sim,Sim,Sim,Sim,Não,1,15,Privada,Particular,
35133176,-46.5981352,-23.6414627,PADUA COLEGIO,Privada,SAO PAULO,SACOMA,AV GENERAL LEITE DE CASTRO,650,JD S CRUZ,4182020,23352556,23355419,PERFILPADUA@GLOBOMAIL.COM,Em Atividade,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,14,14,Não,Não,30,Não,Sim,Possui,Sim,17,14,Sim,Sim,Sim,Sim,Não,Não,1,10,Privada,Particular,
35133188,-46.64168238,-23.60072643,CAXINGUELE BERCARIO E ESC ED INF,Privada,SAO PAULO,VILA MARIANA,RUA TRES DE MAIO,72,V.CLEMENTINO,4044020,55797799,55797799,CAXINGUELE.ESCOLA@GMAIL.COM,Em Atividade,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,9,5,Não,Sim,13,Não,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,30,Privada,Particular,
35133346,-46.7348021,-23.5061427,SANTA TEREZA ESCOLA DE EFM,Privada,SAO PAULO,SAO DOMINGOS,R ITAREMA,25,PRQ S DOMINGOS,5121130,25794665,,SANTATEREZAITAREMA@GMAIL.COM,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,25,13,Não,Não,75,Não,Sim,Possui,Sim,32,21,Sim,Não,Sim,Sim,Sim,Não,1,45,Privada,Particular,
35133462,-46.6072932,-23.6239958,PAULISTA DE EDUCACAO BASICA ESCOLA,Privada,SAO PAULO,SACOMA,RUA NOSSA SRA DAS MERCES,732,VL MERCES,4165011,29468688,29468295,ESPA@ESPA.COM.BR,Em Atividade,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,15,15,Não,Não,58,Sim,Sim,Possui,Sim,39,33,Sim,Sim,Sim,Sim,Sim,Não,1,39,Privada,Particular,
35133991,-46.6331257,-23.5938489,CAMINHO ABERTO CENTRO DE EDUCACAO,Privada,SAO PAULO,VILA MARIANA,RUA MAURICIO FRANCISCO KLABIN,307,VILA MARIANA,4120020,55758898,,CAMB@ESCOLACAMB.COM.BR,Em Atividade,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,19,19,Não,Sim,90,Sim,Sim,Possui,Sim,30,10,Sim,Sim,Sim,Sim,Sim,Não,1,78,Privada,Particular,
35134065,-46.6322696,-23.5810356,RECREARTE CEI ESCOLA E COLEGIO HENRI WALLON,Privada,SAO PAULO,VILA MARIANA,R GUIMARAES PASSOS,509,VL MARIANA,4107031,55720128,,SECRETARIARECREARTE@RECREART.COM.BR,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,31,31,Não,Sim,102,Sim,Sim,Possui,Sim,50,22,Sim,Sim,Sim,Sim,Sim,Não,1,73,Privada,Particular,
35134119,-46.631542,-23.4902731,MIUDINHO CENTRO EDUCACIONAL,Privada,SAO PAULO,SANTANA,RUA AUGUSTO TOLLE,334,ALTO SANTANA,2405000,29770799,29790799,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,30,30,Não,Sim,215,Sim,Sim,Possui,Sim,36,24,Sim,Sim,Sim,Sim,Sim,Não,1,286,Privada,Particular,
35134144,-46.7124597,-23.5234488,PANTERINHA INSTITUTO DE EDUCACAO-COLEGIO IPE,Privada,SAO PAULO,LAPA,RUA CUEVAS,140,LAPA,5076050,38340975,38340569,,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,24,24,Não,Não,36,Não,Sim,Possui,Sim,13,8,Sim,Sim,Sim,Sim,Sim,Não,1,53,Privada,Particular,
35134594,-46.6120416,-23.4757476,JARDIM FRANCA COLEGIO,Privada,SAO PAULO,TUCURUVI,AV NOVA CANTAREIRA,2534,TUCURUVI,2340000,22042322,22629910,ATENDIMENTO@COLEGIOJARDIMFRANCA.COM.BR,Em Atividade,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,17,17,Não,Sim,37,Não,Sim,Possui,Sim,26,17,Sim,Sim,Sim,Sim,Sim,Não,1,19,Privada,Particular,
35134788,-46.6731184,-23.5793634,PUERI DOMUS ESCOLA ITAIM UNIDADE II,Privada,SAO PAULO,ITAIM BIBI,RUA ITACEMA,214,ITAIM BIBI,4530050,30786999,30786999,,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,26,26,Não,Sim,73,Não,Sim,Possui,Sim,177,144,Sim,Sim,Sim,Sim,Sim,Não,1,17,Privada,Particular,
35134797,-46.6449145,-23.5804532,PARAISO EXTERNATO EFM,Privada,SAO PAULO,VILA MARIANA,RUA JOSE ANTONIO COELHO,444,V MARIANA,4011060,55793954,,EXTERNATOPARAISO@TERRA.COM.BR,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,10,10,Não,Não,19,Não,Sim,Possui,Sim,7,6,Sim,Sim,Não,Sim,Não,Não,1,5,Privada,Particular,
35134958,-46.7086473,-23.6580169,SAO JERONIMO COLEGIO,Privada,SAO PAULO,SANTO AMARO,RUA BASILIO LUZ,229,SANTO AMARO,4746050,55470064,,,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,15,15,Não,Não,30,Não,Sim,Possui,Sim,6,4,Sim,Sim,Não,Sim,Não,Não,1,23,Privada,Particular,
35134983,-46.6707124,-23.6513488,PRIMA ESCOLA MONTESSORI DE SAO PAULO,Privada,SAO PAULO,CIDADE ADEMAR,R FLEXAS, DAS,649,VL S CATARINA,4364030,55631392,,PRIMA@PRIMAMONTESSORI.COM.BR,Em Atividade,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,10,10,Não,Sim,32,Não,Sim,Possui,Sim,15,9,Sim,Sim,Não,Sim,Sim,Não,1,29,Privada,Particular
35135021,-46.7145802,-23.7244062,POTY ESCOLA,Privada,SAO PAULO,CIDADE DUTRA,RUA WENCESLAU RALISCH,215,JARDIM SERTAOZINHO,4826240,59289177,59282590,CONTATO@ESCOLA.POTY.COM.BR,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,22,22,Sim,Sim,44,Não,Sim,Possui,Sim,9,5,Sim,Sim,Sim,Sim,Sim,Não,1,52,Privada,Particular,
35135324,-46.4426971,-23.501521,MANOEL MARCONDES GALVAO ESCOLA UNIDADE I,Privada,SAO PAULO,SAO MIGUEL,AVENIDA PIRES DO RIO,584,SAO MIGUEL PAULISTA,8020000,22974917,,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,11,11,Não,Sim,12,Sim,Sim,Possui,Sim,4,3,Sim,Sim,Não,Sim,Não,Não,1,22,Privada,Particular,
35135380,-46.7486248,-23.501534,SANTA JOANA COLEGIO,Privada,SAO PAULO,SAO DOMINGOS,R DURVAL FERNANDES CHAVES,76,JD S ELIAS,5136230,29242931,,COLEGIOSANTAJOANA@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,12,12,Sim,Não,20,Não,Sim,Possui,Sim,3,0,Sim,Sim,Não,Sim,Sim,Não,1,23,Privada,Particular,
35135446,-46.6547925,-23.4839206,PIAGET COLEGIO,Privada,SAO PAULO,SANTANA,RUA EPAMINONDAS MELO AMARAL,156,IMIRIM,2542000,22384600,22391050,,Em Atividade,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,30,30,Não,Sim,93,Não,Sim,Possui,Sim,80,45,Sim,Sim,Sim,Sim,Sim,Sim,1,25,Privada,Particular,
35135458,-46.6080415,-23.5039859,PROTONS COLEGIO,Privada,SAO PAULO,VILA GUILHERME,RUA MARIA CANDIDA,696,VILA GUILHERME,2071001,29057954,,,Em Atividade,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,10,10,Não,Sim,17,Não,Sim,Possui,Sim,12,10,Sim,Sim,Não,Sim,Sim,Não,1,54,Privada,Particular,
35135461,-46.6360951,-23.4954102,NOVO ALICERCE COLEGIO,Privada,SAO PAULO,SANTANA,ALAMEDA AFONSO SCHMIDT,592,SANTA TEREZINHA,2450001,29768289,,SECRETARIA@NOVOALICERCE.COM.BR,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,14,14,Não,Não,38,Não,Sim,Possui,Sim,28,18,Sim,Sim,Sim,Sim,Sim,Não,1,33,Privada,Particular,
35135483,-46.6058132,-23.47797812,REGINA CELI NOVO INST DE EDUC,Privada,SAO PAULO,TUCURUVI,AVENIDA MAZZEI,276,TUCURUVI,2310000,22044175,28940585,ESCOLAREGINACELI@ESCOLAREGINACELI.COM.BR,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,5,4,Não,Não,15,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Sim,Sim,Sim,Não,1,39,Privada,Particular,
35135525,-46.4919426,-23.5063771,FLORESTA COLEGIO,Privada,SAO PAULO,ERMELINO MATARAZZO,RUA PROFESSOR JOSE DE SOUSA,173,PARQUE BOTURUSSU,3801010,29438056,,COLEGIOFLORESTA@UOL.COM.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,24,24,Sim,Sim,68,Não,Sim,Possui,Sim,18,10,Sim,Sim,Sim,Sim,Sim,Não,1,68,Privada,Particular,
35135550,-46.4351757,-23.576443,CARLOS BRUNETTI COLEGIO,Privada,SAO PAULO,JOSE BONIFACIO,RUA HIROVO KAMINOBO,1061A,JARDIM BONIFACIO,8260160,25216086,,,Em Atividade,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,19,19,Não,Sim,73,Não,Sim,Possui,Sim,34,24,Sim,Sim,Sim,Sim,Sim,Não,1,38,Privada,Particular,
35136268,-46.61146316,-23.59078914,NOSSA SENHORA AUXILIADORA INSTITUTO - UNID II,Privada,SAO PAULO,IPIRANGA,RUA DOM LUIS LASAGNA,220,IPIRANGA,4266030,20632279,20686130,FUNSAI_CEI@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,4,4,Não,Sim,12,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Não,Sim,Sim,Não,1,29,Privada,Particular,
35136293,-46.7008561,-23.6398776,CASINHA PEQUENINA ESCOLA EDUCACAO INFANTIL E FUND,Privada,SAO PAULO,SANTO AMARO,RUA BARAO DE COTEGIPE,251,GRANJA JULIETA,4721040,21480150,,,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,14,14,Não,Sim,45,Não,Sim,Possui,Sim,35,20,Sim,Sim,Sim,Sim,Sim,Não,1,76,Privada,Particular,
35136335,-46.6895556,-23.6488682,MARIA IMACULADA CHAPEL SCHOOL,Privada,SAO PAULO,SANTO AMARO,R VIGARIO JOAO DE PONTES,537,S AMARO,4748000,21017400,55217763,CHAPEL@CHAPEL.G12.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,44,44,Não,Sim,212,Não,Sim,Possui,Sim,278,183,Sim,Sim,Sim,Sim,Sim,Não,1,43,Privada,Particular,
35136359,-46.7675073,-23.640968,CONCORDIA COLEGIO,Privada,SAO PAULO,CAMPO LIMPO,RUA JANUARIO ZINGARO,116,CAMPO LIMPO,5794300,58435500,58435500,SECRETARIA.COLEGIOCONCORDIA@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,22,22,Não,Sim,73,Não,Sim,Possui,Sim,50,30,Sim,Não,Não,Sim,Não,Não,1,11,Privada,Particular,
35136396,-46.7165991,-23.5898646,ANTOINE DE SAINT EXUPERY COLEGIO,Privada,SAO PAULO,MORUMBI,RUA JOSE JANNARELLI,621,VILA PROGREDIOR,5615001,37219466,37217981,,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,20,20,Sim,Sim,48,Não,Sim,Possui,Sim,60,40,Sim,Sim,Sim,Sim,Não,Não,1,30,Privada,Particular,
35136463,-46.6393659,-23.6449943,CETEC COLEGIO,Privada,SAO PAULO,JABAQUARA,R JORNALISTAS, DOS,234,C VARGAS,4318000,55884271,,,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,35,35,Não,Não,70,Não,Sim,Possui,Sim,40,35,Sim,Sim,Sim,Sim,Sim,Não,1,36,Privada,Particular
35136566,-46.6247151,-23.6048046,MATER ET MAGISTRA CENTRO EDUC VIVENCIAL,Privada,SAO PAULO,CURSINO,R VIGARIO ALBERNAZ,290,VL GUMERCINDO,4134020,50629611,50629611,SECRETARIA@MATERETMAGISTRA.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,15,15,Não,Não,52,Não,Sim,Possui,Sim,20,12,Sim,Sim,Sim,Sim,Sim,Não,1,5,Privada,Particular,
35136608,-46.6349336,-23.5972237,LUMEN VITAE COLEGIO,Privada,SAO PAULO,VILA MARIANA,RUA AFONSO CELSO,671,VILA MARIANA,4119060,55791191,55791194,LUMEN@COLEGIOLUMEN.COM.BR,Em Atividade,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,20,20,Sim,Não,52,Não,Sim,Possui,Sim,61,50,Sim,Sim,Sim,Sim,Sim,Não,1,24,Privada,Particular,
